,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,engine,Seats,age
287,Maruti Swift VXI,154000,99673,Petrol,Manual,3rd Owner,1298 cc,5 Seats,15
288,Tata Nexon EV,418000,24374,Electric,Automatic,1st Owner,0 cc,5 Seats,2
289,Volkswagen Vento Petrol,392000,69828,Petrol,Automatic,3rd Owner,1598 cc,5 Seats,12
290,Maruti Baleno 1.2,594000,72820,Petrol,Manual,2nd Owner,1197 cc,5 Seats,7
291,Mercedes-Benz C-Class Progressive,3724000,20785,Diesel,Automatic,1st Owner,1950 cc,5 Seats,4
292,Maruti Swift Dzire,588000,31172,Petrol,Automatic,2nd Owner,1197 cc,5 Seats,7
293,Hyundai Grand i10,451999,24395,Petrol,Manual,1st Owner,1197 cc,5 Seats,7
294,MG Hector Sharp,1825000,11050,Petrol,Automatic,1st Owner,1451 cc,5 Seats,2
295,Toyota Innova 2.5,774000,123394,Diesel,Manual,2nd Owner,2494 cc,7 Seats,10
296,Maruti Swift ZDi,421000,105053,Diesel,Manual,2nd Owner,1248 cc,5 Seats,10
297,Hyundai i20 Sportz,844000,10283,Petrol,Manual,1st Owner,1197 cc,5 Seats,2
298,Tata Harrier XZ,2199000,2443,Diesel,Manual,1st Owner,1956 cc,5 Seats,1
299,Toyota Fortuner 2.7,3100000,44000,Petrol,Automatic,2nd Owner,2694 cc,7 Seats,4
300,Audi Q5 3.0,994999,68000,Diesel,Automatic,3rd Owner,2967 cc,5 Seats,12
301,Mahindra Ssangyong Rexton,975000,72000,Diesel,Automatic,1st Owner,2696 cc,7 Seats,10
302,Hyundai i10 Magna,225000,38000,Petrol,Manual,1st Owner,1086 cc,5 Seats,12
303,Maruti Swift Dzire,650000,65000,Petrol,Manual,1st Owner,1197 cc,5 Seats,4
304,Audi Q7 45,1875000,43000,Diesel,Automatic,2nd Owner,2967 cc,7 Seats,9
305,Hyundai i10 Sportz,425000,52000,Petrol,Manual,2nd Owner,1086 cc,5 Seats,9
306,Mahindra XUV500 W8,745000,117000,Diesel,Manual,1st Owner,2179 cc,7 Seats,11
307,Hyundai Verna 1.6,825000,84000,Petrol,Manual,1st Owner,1591 cc,5 Seats,7
308,Maruti Alto 800,204000,45080,Petrol,Manual,3rd Owner,796 cc,5 Seats,8
309,Maruti Eeco 5,470000,39341,Petrol,Manual,1st Owner,1196 cc,5 Seats,4
310,Mahindra Scorpio 2.6,330000,133000,Diesel,Manual,1st Owner,2609 cc,8 Seats,16
311,Mahindra e2o T2,321000,54112,Electric,Automatic,1st Owner,0 cc,5 Seats,9
312,Hyundai i20 Sportz,819999,14824,Petrol,Manual,1st Owner,1197 cc,5 Seats,3
313,Honda City i,925000,82500,Petrol,Manual,1st Owner,1497 cc,5 Seats,6
314,Kia Seltos HTK,1349000,17922,Petrol,Manual,1st Owner,1497 cc,5 Seats,3
315,BMW X7 xDrive,0,13000,Petrol,Automatic,1st Owner,2998 cc,7 Seats,4
316,Mitsubishi Pajero Sport,1675000,85000,Diesel,Automatic,1st Owner,2477 cc,6 Seats,8
317,Hyundai Grand i10,575000,67000,Petrol,Automatic,1st Owner,1197 cc,5 Seats,8
318,Honda Jazz V,745000,35000,Petrol,Automatic,1st Owner,1199 cc,5 Seats,5
319,Maruti Alto 800,345000,53000,Petrol,Manual,1st Owner,796 cc,5 Seats,7
320,MG Hector Hybrid,2075000,598,Petrol,Manual,1st Owner,1451 cc,5 Seats,1
321,Maruti Ertiga ZDI,892000,75727,Diesel,Manual,1st Owner,1248 cc,7 Seats,4
322,Kia Seltos GTX,1889999,7000,Petrol,Automatic,1st Owner,1353 cc,5 Seats,3
323,Maruti Vitara Brezza,858000,62403,Diesel,Manual,1st Owner,1248 cc,5 Seats,7
324,Volkswagen Polo 1.5,453000,44487,Diesel,Manual,2nd Owner,1498 cc,5 Seats,9
325,Mercedes-Benz C-Class Progressive,3900000,24000,Diesel,Automatic,2nd Owner,1950 cc,5 Seats,3
326,Toyota Innova Crysta,2850000,47000,Diesel,Automatic,1st Owner,2393 cc,7 Seats,3
327,Hyundai i10 Magna,190000,31212,Petrol,Manual,1st Owner,1086 cc,5 Seats,15
328,Skoda Superb Laurin,3365000,17776,Petrol,Automatic,1st Owner,1984 cc,5 Seats,3
329,Hyundai Verna 1.6,658000,31837,Diesel,Manual,2nd Owner,1582 cc,5 Seats,8
330,Audi A3 35,2580000,39000,Diesel,Automatic,1st Owner,1968 cc,5 Seats,3
331,Maruti Alto LXi,120000,78000,Petrol,Manual,2nd Owner,796 cc,5 Seats,17
332,Ford Ecosport 1.5,1185000,31000,Petrol,Automatic,1st Owner,1497 cc,5 Seats,3
333,Maruti Swift VDI,388000,115986,Diesel,Manual,2nd Owner,1248 cc,5 Seats,10
334,Toyota Etios G,392000,73029,Petrol,Manual,2nd Owner,1496 cc,5 Seats,9
335,Hyundai Verna 1.6,635000,25000,Petrol,Automatic,2nd Owner,1591 cc,5 Seats,10
336,Honda Amaze E,244000,74809,Diesel,Manual,1st Owner,1498 cc,5 Seats,10
337,Hyundai i20 1.2,272000,33560,Petrol,Manual,1st Owner,1197 cc,5 Seats,12
338,Hyundai i10 Sportz,286000,40821,Petrol,Automatic,1st Owner,1197 cc,5 Seats,12
339,Mercedes-Benz C-Class C,1575000,58000,Diesel,Automatic,2nd Owner,2143 cc,5 Seats,9
340,Ford Figo Petrol,163000,75991,Petrol,Manual,2nd Owner,1196 cc,5 Seats,13
341,Maruti Swift ZXI,178000,136432,Petrol,Manual,2nd Owner,1298 cc,5 Seats,15
342,Maruti Alto LXi,0,70229,Petrol,Manual,4th Owner,796 cc,5 Seats,15
343,Toyota Innova Crysta,1725000,83000,Diesel,Automatic,2nd Owner,2755 cc,8 Seats,7
344,Hyundai Santro Xing,111000,51915,Petrol,Manual,1st Owner,1086 cc,5 Seats,15
345,Volkswagen Polo GT,550000,63100,Petrol,Automatic,2nd Owner,1197 cc,5 Seats,9
346,Mercedes-Benz GLE 250d,4800000,54000,Diesel,Automatic,2nd Owner,2143 cc,5 Seats,6
347,BMW X1 sDrive20d,4550000,9000,Diesel,Automatic,1st Owner,1995 cc,5 Seats,2
348,Hyundai Santro Xing,325000,46833,Petrol,Manual,1st Owner,1086 cc,5 Seats,11
349,Hyundai Verna 1.6,525000,78744,Diesel,Manual,2nd Owner,1582 cc,5 Seats,11
350,Maruti Swift VDI,490000,79542,Diesel,Manual,2nd Owner,1248 cc,5 Seats,9
351,Honda City 1.5,459999,96000,Petrol,Automatic,2nd Owner,1497 cc,5 Seats,13
352,Kia Sonet GTX,1325000,13000,Petrol,Manual,1st Owner,998 cc,5 Seats,2
353,Maruti Swift VDI,380000,44521,Diesel,Manual,1st Owner,1248 cc,5 Seats,13
354,Hyundai Grand i10,547000,29927,Petrol,Automatic,2nd Owner,1197 cc,5 Seats,6
355,Honda CR-V 2.0L,1975000,48019,Petrol,Automatic,1st Owner,1997 cc,5 Seats,6
356,Hyundai Grand i10,675000,27311,Petrol,Manual,2nd Owner,1197 cc,5 Seats,6
357,Mahindra XUV500 W11,2050000,14000,Diesel,Manual,1st Owner,2179 cc,7 Seats,2
358,Hyundai i10 Magna,315000,64640,Petrol,Manual,1st Owner,1197 cc,5 Seats,14
359,Honda City i,499000,96505,Petrol,Manual,2nd Owner,1497 cc,5 Seats,11
360,Toyota Fortuner 2.8,3200000,90479,Diesel,Automatic,1st Owner,2755 cc,7 Seats,5
361,Hyundai Venue S,965000,3500,Petrol,Manual,1st Owner,1197 cc,5 Seats,1
362,Tata Nexon 1.2,855000,42374,Petrol,Manual,1st Owner,1198 cc,5 Seats,5
363,Maruti Baleno 1.3,710000,45879,Diesel,Manual,1st Owner,1248 cc,5 Seats,7
364,Maruti Ciaz VDi,572000,120000,Diesel,Manual,2nd Owner,1248 cc,5 Seats,7
365,Hyundai Grand i10,470000,89680,Petrol,Manual,2nd Owner,1197 cc,5 Seats,8
366,BMW 3 Series,1275000,99000,Diesel,Automatic,3rd Owner,1995 cc,5 Seats,11
368,BMW X5 xDrive,5975000,27000,Diesel,Automatic,1st Owner,2993 cc,5 Seats,5
369,Skoda Superb Elegance,1465000,79776,Diesel,Automatic,1st Owner,1968 cc,5 Seats,8
370,Toyota Land Cruiser,5400000,67000,Diesel,Automatic,1st Owner,2982 cc,7 Seats,12
371,Skoda Octavia 2.0,1475000,108000,Diesel,Manual,1st Owner,1968 cc,5 Seats,6
372,Volkswagen Vento 1.5,944999,58000,Diesel,Manual,1st Owner,1498 cc,5 Seats,4
373,Skoda Octavia 1.8,2275000,32067,Petrol,Automatic,1st Owner,1798 cc,5 Seats,5
374,Toyota Innova Crysta,1950000,52187,Diesel,Manual,2nd Owner,2393 cc,7 Seats,6
375,BMW 5 Series,5875000,17100,Diesel,Automatic,1st Owner,2993 cc,5 Seats,4
376,MG Hector Plus,1939999,9562,Petrol,Automatic,1st Owner,1451 cc,6 Seats,2
377,MG Hector Sharp,1810000,36388,Diesel,Manual,1st Owner,1956 cc,5 Seats,4
378,Mercedes-Benz C-Class C,975000,45000,Diesel,Automatic,2nd Owner,2143 cc,5 Seats,12
379,Jeep Compass 2.0,1775000,36149,Diesel,Manual,1st Owner,1956 cc,5 Seats,4
380,Kia Seltos GTX,1695000,20155,Petrol,Manual,1st Owner,1353 cc,5 Seats,3
381,MG Hector Sharp,1675000,51904,Petrol,Automatic,1st Owner,1451 cc,5 Seats,4
382,Volkswagen Polo GT,725000,54000,Petrol,Automatic,1st Owner,1197 cc,5 Seats,8
383,Kia Seltos GTX,1565000,31727,Petrol,Manual,2nd Owner,1353 cc,5 Seats,4
384,Mahindra XUV500 AT,1445000,73986,Diesel,Automatic,1st Owner,2179 cc,7 Seats,6
385,Kia Sonet 1.5,1425000,7100,Diesel,Manual,1st Owner,1493 cc,5 Seats,2
386,Kia Sonet GTX,1395000,5397,Petrol,Manual,1st Owner,998 cc,5 Seats,2
387,BMW X3 xDrive,4950000,65000,Diesel,Automatic,1st Owner,1995 cc,5 Seats,5
388,Hyundai i20 1.4,700000,90000,Diesel,Manual,1st Owner,1396 cc,5 Seats,6
389,Maruti Swift Dzire,475000,80000,Petrol,Manual,2nd Owner,1197 cc,5 Seats,10
390,Volkswagen Polo GT,700000,91000,Petrol,Automatic,2nd Owner,1197 cc,5 Seats,8
391,BMW 7 Series,2375000,69000,Diesel,Automatic,2nd Owner,2993 cc,5 Seats,13
392,Toyota Fortuner 4x2,1750000,89000,Diesel,Manual,2nd Owner,2982 cc,7 Seats,9
393,Hyundai Santa Fe,825000,95254,Diesel,Manual,1st Owner,2199 cc,7 Seats,10
394,Hyundai Creta 1.6,1050000,51000,Petrol,Manual,1st Owner,1591 cc,5 Seats,7
395,Hyundai i10 Sportz,395000,62000,Petrol,Automatic,2nd Owner,1197 cc,5 Seats,9
396,Tata Hexa XT,1235000,120000,Diesel,Manual,1st Owner,2179 cc,7 Seats,6
397,Tata Harrier XZA,2575000,2000,Diesel,Automatic,1st Owner,1956 cc,5 Seats,1
398,Volkswagen Polo Cup,685000,46000,Petrol,Manual,1st Owner,999 cc,5 Seats,6
399,Maruti Ertiga SHVS,944999,65000,Diesel,Manual,2nd Owner,1248 cc,7 Seats,6
400,Maruti Alto K10,425000,22248,Petrol,Manual,1st Owner,998 cc,5 Seats,6
401,BMW 5 Series,4300000,40000,Diesel,Automatic,1st Owner,1995 cc,5 Seats,5
402,Honda City i,575000,73000,Petrol,Manual,1st Owner,1497 cc,5 Seats,10
403,Volkswagen Polo GT,1145000,54000,Petrol,Automatic,1st Owner,999 cc,5 Seats,2
404,Honda Civic 1.8,260000,90000,Petrol,Manual,2nd Owner,1799 cc,5 Seats,17
405,Jeep Compass Model,2725000,15000,Petrol,Automatic,1st Owner,1368 cc,5 Seats,2
406,Kia Seltos GTX,1820000,30000,Diesel,Automatic,1st Owner,1493 cc,5 Seats,2
407,Jaguar XF 2.2,2795000,26000,Diesel,Automatic,1st Owner,2179 cc,5 Seats,7
408,Mahindra Scorpio SLX,350000,155000,Diesel,Manual,2nd Owner,2609 cc,7 Seats,17
409,Mercedes-Benz GLA Class,3425000,29366,Petrol,Automatic,1st Owner,1991 cc,5 Seats,4
410,Volkswagen Polo 1.2,675000,28211,Petrol,Manual,1st Owner,1198 cc,5 Seats,7
411,Kia Seltos GTX,1675000,40000,Petrol,Automatic,1st Owner,1353 cc,5 Seats,4
412,BMW 5 Series,2450000,54000,Diesel,Automatic,1st Owner,1995 cc,5 Seats,8
413,Mahindra XUV500 W8,1025000,82000,Diesel,Manual,2nd Owner,2179 cc,7 Seats,8
414,Hyundai Verna 1.6,465000,117000,Petrol,Manual,1st Owner,1591 cc,5 Seats,12
415,Mahindra Scorpio S10,1125000,111000,Diesel,Manual,2nd Owner,2179 cc,8 Seats,8
416,Maruti Swift Dzire,795000,108000,Diesel,Automatic,1st Owner,1248 cc,5 Seats,5
417,Maruti Omni 8,330000,4000,Petrol,Manual,1st Owner,796 cc,5 Seats,6
419,Ford Endeavour 3.2,3590000,35000,Diesel,Automatic,1st Owner,3198 cc,7 Seats,4
420,MG Hector Sharp,1795000,13000,Petrol,Automatic,1st Owner,1451 cc,5 Seats,3
421,Ford Freestyle Titanium,490000,60000,Petrol,Manual,1st Owner,1194 cc,5 Seats,5
422,Ford Ecosport 1.5,975000,90000,Diesel,Manual,1st Owner,1498 cc,5 Seats,5
423,Mercedes-Benz GLA Class,3375000,16975,Diesel,Automatic,2nd Owner,2143 cc,5 Seats,4
424,Hyundai Grand i10,575000,11000,Petrol,Manual,1st Owner,1197 cc,5 Seats,5
425,Skoda Rapid 1.5,985000,59000,Diesel,Manual,1st Owner,1498 cc,5 Seats,5
426,Maruti Wagon R,225000,46000,Lpg,Manual,2nd Owner,1061 cc,5 Seats,15
428,Hyundai i20 Petrol,750000,25000,Petrol,Manual,1st Owner,1197 cc,5 Seats,4
429,Hyundai i20 1.2,725000,54801,Petrol,Manual,2nd Owner,1197 cc,5 Seats,5
431,Maruti Vitara Brezza,865000,130000,Diesel,Manual,1st Owner,1248 cc,5 Seats,6
432,Hyundai Accent Executive,310000,71000,Petrol,Manual,2nd Owner,1495 cc,5 Seats,10
433,Honda CR-V AT,1000000,70000,Petrol,Automatic,1st Owner,1198 cc,5 Seats,13
434,Hyundai Venue SX,1044999,14115,Petrol,Manual,1st Owner,998 cc,5 Seats,4
435,Honda Amaze VX,750000,30000,Petrol,Manual,2nd Owner,1199 cc,5 Seats,4
436,BMW X3 xDrive20d,3995000,63170,Diesel,Automatic,1st Owner,1995 cc,5 Seats,6
437,Toyota Corolla Executive,295000,80000,Petrol,Manual,2nd Owner,1794 cc,5 Seats,17
438,Mercedes-Benz CLA 200,3295000,47253,Diesel,Automatic,1st Owner,2143 cc,5 Seats,5
439,Mahindra Xylo E4,295000,56117,Diesel,Manual,1st Owner,2498 cc,7 Seats,14
440,Mercedes-Benz CLA 200,3395000,14324,Diesel,Automatic,1st Owner,2143 cc,5 Seats,5
441,Mercedes-Benz C-Class C,3445000,27600,Petrol,Automatic,1st Owner,1991 cc,5 Seats,5
442,Skoda Octavia 1.8,1948999,38391,Petrol,Automatic,1st Owner,1798 cc,5 Seats,5
443,Audi A4 35,3245000,49000,Diesel,Automatic,1st Owner,1968 cc,5 Seats,5
444,Ford Ecosport 1.5,775000,45000,Diesel,Manual,1st Owner,1498 cc,5 Seats,6
445,Chevrolet Cruze LTZ,695000,68000,Diesel,Automatic,2nd Owner,1998 cc,5 Seats,9
446,Maruti Baleno 1.3,825000,67000,Diesel,Manual,1st Owner,1248 cc,5 Seats,5
447,Hyundai i20 1.2,775000,80000,Petrol,Manual,1st Owner,1197 cc,5 Seats,5
448,Volkswagen Polo 1.2,675000,62000,Petrol,Manual,1st Owner,1199 cc,5 Seats,7
449,Tata New Safari,250000,50000,Diesel,Manual,2nd Owner,2179 cc,7 Seats,14
450,Mahindra XUV500 W8,695000,100000,Diesel,Manual,3rd Owner,2179 cc,7 Seats,11
451,Honda City GXi,275000,75000,Petrol,Manual,5th Owner,1497 cc,5 Seats,17
452,Mahindra XUV500 W6,650000,120000,Diesel,Manual,2nd Owner,2179 cc,7 Seats,9
453,Mercedes-Benz B Class,1745000,37000,Diesel,Automatic,2nd Owner,2143 cc,5 Seats,7
454,Audi Q3 35,3100000,64000,Diesel,Automatic,1st Owner,1968 cc,5 Seats,5
455,Toyota Etios Cross,695000,79000,Diesel,Manual,2nd Owner,1364 cc,5 Seats,8
456,Ford Fiesta 1.4,180000,80000,Petrol,Manual,1st Owner,1388 cc,5 Seats,16
457,Maruti Celerio VXI,475000,14000,Petrol,Manual,1st Owner,998 cc,5 Seats,9
458,Maruti Celerio ZXI,525000,28217,Petrol,Automatic,2nd Owner,998 cc,5 Seats,5
461,Volkswagen Vento 1.0,1044999,26000,Petrol,Manual,1st Owner,2987 cc,5 Seats,2
462,Mercedes-Benz GL-Class 350,3000000,100000,Diesel,Automatic,2nd Owner,1086 cc,7 Seats,10
463,Hyundai Santro Sportz,500000,50000,Petrol,Manual,1st Owner,1461 cc,5 Seats,4
464,Renault Duster 85PS,875000,70000,Diesel,Manual,1st Owner,1198 cc,5 Seats,4
465,Honda Amaze E,362000,80000,Petrol,Manual,3rd Owner,1196 cc,5 Seats,7
466,Ford Figo Petrol,180000,157000,Petrol,Manual,3rd Owner,2184 cc,5 Seats,13
467,Mahindra Thar LX,1745000,15550,Diesel,Manual,1st Owner,1248 cc,4 Seats,2
468,Maruti Ertiga SHVS,800000,80000,Diesel,Manual,1st Owner,2179 cc,7 Seats,6
469,Mahindra XUV500 AT,1395000,59432,Diesel,Automatic,1st Owner,1598 cc,7 Seats,6
470,Skoda Rapid 1.6,1044999,53047,Petrol,Manual,1st Owner,1598 cc,5 Seats,3
471,Volkswagen Vento 1.6,775000,46464,Petrol,Manual,1st Owner,998 cc,5 Seats,7
472,Maruti Zen Estilo,120000,70000,Petrol,Manual,4th Owner,1461 cc,5 Seats,16
473,Renault Duster 85PS,1075000,23000,Diesel,Manual,2nd Owner,2199 cc,5 Seats,4
474,Kia Carnival Limousine,3450000,30000,Diesel,Automatic,1st Owner,2143 cc,7 Seats,3
475,Mercedes-Benz GLC 220d,4875000,22000,Diesel,Automatic,1st Owner,2596 cc,5 Seats,5
476,Force Gurkha Xplorer,919999,35000,Diesel,Manual,2nd Owner,1582 cc,7 Seats,5
477,Hyundai Creta 1.6,1050000,80000,Diesel,Manual,1st Owner,1799 cc,5 Seats,7
478,Honda Civic 1.8,200000,100000,Petrol,Automatic,4th Owner,1173 cc,5 Seats,17
479,Premier Rio Petrol,350000,95000,Petrol,Manual,1st Owner,2523 cc,5 Seats,9
481,Chevrolet Beat LS,180000,50000,Petrol,Manual,3rd Owner,1197 cc,5 Seats,11
482,Maruti Ritz VXI,525000,64000,Petrol,Manual,1st Owner,1496 cc,5 Seats,8
483,Ford Ecosport 1.5,1085000,15509,Petrol,Automatic,2nd Owner,1498 cc,5 Seats,3
484,Ford Ecosport 1.5,965000,43203,Diesel,Manual,2nd Owner,1086 cc,5 Seats,5
485,Hyundai i10 Era,266000,80000,Petrol,Manual,1st Owner,1493 cc,5 Seats,16
486,Hyundai Creta SX,1795000,50000,Diesel,Manual,1st Owner,998 cc,5 Seats,3
487,Maruti Celerio ZXI,459999,40000,Petrol,Automatic,2nd Owner,1498 cc,5 Seats,6
488,Skoda Rapid 1.5,994999,111000,Diesel,Manual,1st Owner,1298 cc,5 Seats,3
489,Maruti Esteem Vxi,120000,73000,Petrol,Manual,2nd Owner,2982 cc,5 Seats,17
491,Hyundai Grand i10,535000,11717,Petrol,Manual,2nd Owner,2143 cc,5 Seats,6
492,Mercedes-Benz GLE 250d,5650000,46000,Diesel,Automatic,2nd Owner,1197 cc,5 Seats,4
493,Hyundai Grand i10,648000,15000,Petrol,Manual,1st Owner,1248 cc,5 Seats,2
494,Maruti Ertiga ZDI,595000,110000,Diesel,Manual,2nd Owner,2179 cc,7 Seats,10
495,Mahindra XUV500 AT,1425000,66968,Diesel,Automatic,1st Owner,1248 cc,7 Seats,7
496,Maruti Swift Dzire,500000,120000,Diesel,Manual,2nd Owner,2523 cc,5 Seats,8
497,Mahindra Bolero ZLX,735000,70000,Diesel,Manual,1st Owner,1197 cc,7 Seats,5
498,Maruti Swift Dzire,755000,47000,Petrol,Automatic,2nd Owner,1298 cc,5 Seats,6
499,Maruti Swift ZXI,250000,110000,Petrol,Manual,4th Owner,1199 cc,5 Seats,17
500,Volkswagen Polo Diesel,495000,81000,Diesel,Manual,2nd Owner,1497 cc,5 Seats,11
502,Hyundai Creta SX,1595000,12662,Petrol,Manual,1st Owner,1591 cc,5 Seats,2
503,Hyundai Creta 1.6,1025000,14000,Petrol,Manual,1st Owner,1591 cc,5 Seats,5
504,Hyundai Verna 1.6,575000,56000,Petrol,Manual,2nd Owner,1248 cc,5 Seats,9
505,Maruti Vitara Brezza,996000,54000,Diesel,Manual,1st Owner,1197 cc,5 Seats,4
506,Hyundai i20 Magna,775000,63000,Petrol,Manual,1st Owner,1797 cc,5 Seats,3
507,Hyundai Elantra SX,520000,40000,Petrol,Manual,2nd Owner,1061 cc,5 Seats,10
508,Maruti Zen Estilo,210000,60000,Petrol,Manual,2nd Owner,1498 cc,5 Seats,15
509,Ford Ecosport 1.5,600000,80000,Diesel,Manual,2nd Owner,1248 cc,5 Seats,10
510,Maruti Ertiga SHVS,650000,120000,Diesel,Manual,1st Owner,1462 cc,7 Seats,7
511,Toyota Urban cruiser,585000,15000,Petrol,Manual,2nd Owner,1298 cc,5 Seats,1
513,Maruti Baleno 1.3,650000,60000,Diesel,Manual,3rd Owner,1498 cc,5 Seats,6
514,Renault Scala RxZ,425000,50000,Petrol,Automatic,1st Owner,1198 cc,5 Seats,9
515,Honda Brio VX,445000,55000,Petrol,Manual,2nd Owner,1499 cc,5 Seats,9
516,Ford Ecosport 1.5,675000,77000,Petrol,Automatic,2nd Owner,1197 cc,5 Seats,9
517,Hyundai i20 Sportz,533000,33389,Petrol,Manual,1st Owner,1396 cc,5 Seats,8
518,Hyundai Verna 1.4,536000,17526,Petrol,Manual,1st Owner,1197 cc,5 Seats,9
519,Hyundai Grand i10,564000,15757,Petrol,Manual,1st Owner,1197 cc,5 Seats,5
520,Hyundai i10 Sportz,278000,8183,Petrol,Manual,1st Owner,1197 cc,5 Seats,11
521,Maruti Baleno 1.2,583000,32590,Petrol,Manual,1st Owner,1497 cc,5 Seats,6
522,Honda City i,699000,45423,Petrol,Manual,2nd Owner,1591 cc,5 Seats,7
523,Hyundai Creta 1.6,900000,52481,Petrol,Automatic,2nd Owner,1197 cc,5 Seats,7
524,Maruti Ignis 1.2,453000,22915,Petrol,Manual,1st Owner,1197 cc,5 Seats,6
525,Maruti Swift Dzire,601000,72123,Petrol,Manual,1st Owner,1197 cc,5 Seats,6
526,Hyundai i20 1.2,575000,37965,Petrol,Manual,1st Owner,1197 cc,5 Seats,6
527,Hyundai Grand i10,530000,27651,Petrol,Manual,1st Owner,1199 cc,5 Seats,5
528,Honda Jazz 1.2,495000,92771,Petrol,Manual,1st Owner,1591 cc,5 Seats,7
529,Hyundai Verna VTVT,1027999,51956,Petrol,Manual,1st Owner,1198 cc,5 Seats,5
530,Mahindra KUV 100,399000,34048,Petrol,Manual,1st Owner,2993 cc,5 Seats,6
531,BMW 7 Series,6350000,47000,Diesel,Automatic,1st Owner,1968 cc,5 Seats,6
532,Audi Q3 2.0,1400000,60000,Diesel,Automatic,3rd Owner,1950 cc,5 Seats,9
533,Mercedes-Benz GLC 220d,4775000,43000,Diesel,Automatic,1st Owner,1591 cc,5 Seats,4
534,Hyundai Creta 1.6,811000,58596,Petrol,Manual,1st Owner,2967 cc,5 Seats,6
535,Audi Q7 45,4850000,70000,Diesel,Automatic,1st Owner,1248 cc,7 Seats,6
536,Maruti Ciaz ZDi,675000,69000,Diesel,Manual,1st Owner,1197 cc,5 Seats,7
537,Hyundai i10 Magna,227999,50152,Petrol,Manual,1st Owner,1461 cc,5 Seats,12
538,Renault Duster 85PS,513999,62164,Diesel,Manual,1st Owner,1591 cc,5 Seats,9
539,Hyundai Creta 1.6,819999,49929,Petrol,Manual,1st Owner,1197 cc,5 Seats,6
540,Maruti Ignis 1.2,491000,60393,Petrol,Manual,1st Owner,1598 cc,5 Seats,6
541,Skoda Rapid 1.6,588000,46281,Petrol,Automatic,1st Owner,1199 cc,5 Seats,7
542,Honda Jazz 1.2,553000,53201,Petrol,Manual,1st Owner,1798 cc,5 Seats,6
543,Toyota Corolla Altis,710000,80056,Petrol,Manual,1st Owner,1197 cc,5 Seats,8
544,Hyundai Grand i10,320000,76175,Petrol,Manual,1st Owner,1497 cc,5 Seats,10
545,Honda City i,601000,51493,Petrol,Manual,1st Owner,1197 cc,5 Seats,8
546,Maruti Swift Dzire,532000,63141,Petrol,Manual,1st Owner,1248 cc,5 Seats,8
547,Maruti Baleno 1.3,651000,37057,Diesel,Manual,2nd Owner,1798 cc,5 Seats,6
548,Toyota Corolla Altis,852000,60865,Petrol,Manual,1st Owner,2179 cc,5 Seats,8
549,Mahindra XUV500 W7,1110000,45407,Diesel,Manual,2nd Owner,2179 cc,7 Seats,5
550,Mahindra XUV500 W5,1183000,52652,Diesel,Manual,1st Owner,1497 cc,7 Seats,4
551,Mahindra XUV300 W8,1060000,42923,Diesel,Manual,1st Owner,1591 cc,5 Seats,4
552,Hyundai Creta 1.6,919999,56052,Petrol,Manual,1st Owner,1396 cc,5 Seats,6
553,Hyundai i20 Active,651000,42923,Diesel,Manual,1st Owner,1591 cc,5 Seats,6
554,Hyundai Verna VTVT,844000,32733,Petrol,Manual,2nd Owner,1086 cc,5 Seats,5
555,Hyundai Santro Xing,211000,62207,Petrol,Manual,1st Owner,1197 cc,5 Seats,10
556,Hyundai i20 1.2,603000,48352,Petrol,Manual,2nd Owner,1199 cc,5 Seats,6
557,Honda Jazz 1.2,600000,57080,Petrol,Automatic,1st Owner,1373 cc,5 Seats,7
558,Maruti Ciaz ZXi,630000,43168,Petrol,Manual,1st Owner,1248 cc,5 Seats,7
559,Maruti SX4 S,823000,69517,Diesel,Manual,1st Owner,1197 cc,5 Seats,6
560,Maruti Baleno 1.2,618000,54166,Petrol,Automatic,1st Owner,1399 cc,5 Seats,7
561,Ford Figo Diesel,285000,67000,Diesel,Manual,1st Owner,1197 cc,5 Seats,9
562,Maruti Swift Dzire,425000,21000,Petrol,Automatic,1st Owner,998 cc,5 Seats,11
563,Maruti Wagon R,390000,67200,Cng,Manual,1st Owner,1248 cc,5 Seats,9
564,Maruti Ciaz ZDi,675000,69000,Diesel,Manual,1st Owner,998 cc,5 Seats,7
565,Maruti Wagon R,425000,46000,Petrol,Automatic,2nd Owner,1991 cc,5 Seats,8
566,Mercedes-Benz CLA 200,2089999,42000,Petrol,Automatic,1st Owner,998 cc,5 Seats,7
567,Maruti Wagon R,490000,59000,Cng,Manual,1st Owner,1968 cc,5 Seats,4
568,Audi A6 35,2411000,50000,Diesel,Automatic,1st Owner,2179 cc,5 Seats,8
569,Mahindra XUV500 W8,490000,115000,Diesel,Manual,1st Owner,1799 cc,7 Seats,11
570,Honda Civic 1.8,395000,68000,Petrol,Automatic,1st Owner,1995 cc,5 Seats,13
571,BMW 3 Series,770000,29000,Petrol,Automatic,2nd Owner,1199 cc,5 Seats,11
572,Honda Jazz V,575000,68000,Petrol,Automatic,1st Owner,1199 cc,5 Seats,7
573,Honda Jazz 1.2,545000,43000,Petrol,Manual,1st Owner,1968 cc,5 Seats,7
574,Audi Q3 35,3000000,23000,Diesel,Automatic,2nd Owner,1495 cc,5 Seats,4
575,Hyundai Accent Executive,185000,68000,Petrol,Manual,1st Owner,1197 cc,5 Seats,14
